employee_id,expense_category_code,expense_type_id,n_claims_total,n_clean_approved,n_rejected,reject_rate,amount_centre,amount_spread,amount_cv,amount_min,amount_max,gap_centre_days,gap_spread_days,lag_centre_days,lag_spread_days,months_active,first_claim,last_claim,pattern_type
1000,INT,2,2,1,1,0.5,777.47,38.87,0.05,777.47,777.47,,,16.0,0.8,0.0,2025-08-26 00:00:00.000000000,2025-08-26 00:00:00.000000000,too_few
1000,LEARN,11,2,2,0,0.0,1207.99,343.01,0.2839,976.64,1439.35,116.0,5.8,6.5,5.2,3.8,2026-02-08 00:00:00.000000000,2026-06-04 00:00:00.000000000,too_few
1000,LEARN,12,6,6,0,0.0,6912.46,345.62,0.05,6607.17,7157.64,92.0,16.3,4.0,3.0,15.1,2025-02-07 00:00:00.000000000,2026-05-14 10:36:52.791977549,steady
1000,LEARN,13,4,4,0,0.0,10100.44,505.02,0.05,9675.53,10678.93,121.0,6.1,1.0,1.5,12.0,2025-03-28 00:00:00.000000000,2026-03-29 08:33:09.212925696,steady
1000,MEAL,3,154,137,14,0.09090909090909091,252.9,12.65,0.05,227.26,270.23,3.0,0.2,3.0,1.5,17.6,2025-01-08 00:00:00.000000000,2026-06-27 21:28:03.237986411,steady
1000,MEAL,5,12,12,0,0.0,8536.04,1278.02,0.1497,6718.28,10907.7,42.0,3.0,3.0,1.5,15.7,2025-02-12 00:00:00.000000000,2026-06-04 18:04:29.231848971,moderate
1000,MED,15,3,3,0,0.0,64426.53,19940.11,0.3095,50977.11,79393.12,194.0,11.9,0.0,0.0,12.7,2025-02-22 00:00:00.000000000,2026-03-17 19:34:00.034255624,inconsistent
1000,TRVL,6,76,67,7,0.09210526315789473,447.95,22.4,0.05,407.64,477.29,7.0,1.5,4.0,1.5,17.3,2025-01-11 00:00:00.000000000,2026-06-23 01:25:20.281354003,steady
1000,TRVL,7,15,12,3,0.2,6865.42,2077.95,0.3027,4029.88,9595.88,31.0,11.9,10.0,3.0,15.6,2025-01-12 00:00:00.000000000,2026-05-01 17:15:47.606547729,inconsistent
1000,TRVL,8,8,6,2,0.25,21516.62,5933.41,0.2758,11847.33,31265.68,85.0,68.2,7.5,2.2,14.1,2025-02-25 00:00:00.000000000,2026-04-29 16:38:58.170659857,moderate
1001,FUEL,9,1,1,0,0.0,596.64,29.83,0.05,596.64,596.64,,,10.0,0.5,0.0,2026-05-03 00:00:00.000000000,2026-05-03 00:00:00.000000000,too_few
1001,FUEL,10,40,33,6,0.15,2266.75,969.99,0.4279,715.27,3883.27,14.0,6.7,18.0,1.5,17.0,2025-01-16 00:00:00.000000000,2026-06-17 10:54:00.434846389,inconsistent
1001,INT,1,35,33,2,0.05714285714285714,2005.26,460.11,0.2295,1341.66,2857.54,15.0,1.5,2.0,1.5,17.0,2025-01-18 00:00:00.000000000,2026-06-20 06:12:51.308856900,moderate
1001,INT,2,5,3,2,0.4,558.81,47.03,0.0842,527.09,613.77,21.0,10.4,11.0,0.6,1.4,2026-04-20 00:00:00.000000000,2026-06-02 15:14:07.163309298,new
1001,LEARN,12,6,5,1,0.16666666666666666,4401.03,220.05,0.05,4376.24,4724.7,88.5,11.1,5.0,1.5,14.2,2025-03-06 00:00:00.000000000,2026-05-11 11:44:52.508189972,steady
1001,LEARN,13,5,4,1,0.2,26878.54,4526.51,0.1684,20560.84,32514.85,114.0,11.9,0.5,0.7,15.2,2025-01-20 00:00:00.000000000,2026-04-27 06:23:12.804166520,moderate
1001,MEAL,3,140,82,5,0.03571428571428571,191.09,55.86,0.2923,120.06,324.8,4.0,1.5,12.0,1.5,17.6,2025-01-08 00:00:00.000000000,2026-06-27 13:14:48.723373457,moderate
1001,MED,15,3,1,2,0.6666666666666666,23373.02,1168.65,0.05,23373.02,23373.02,,,2.0,0.1,0.0,2025-06-01 00:00:00.000000000,2025-06-01 00:00:00.000000000,too_few
1001,TRVL,6,75,67,6,0.08,575.16,28.76,0.05,533.38,614.83,7.0,1.5,3.0,1.5,17.4,2025-01-07 00:00:00.000000000,2026-06-22 15:31:03.921377933,steady
1001,TRVL,8,9,9,0,0.0,20610.9,1030.54,0.05,19491.84,21333.56,63.5,8.9,0.0,0.0,17.0,2025-01-21 00:00:00.000000000,2026-06-24 08:41:17.023357224,steady
1002,FUEL,9,36,34,1,0.027777777777777776,410.76,20.54,0.05,365.74,434.54,15.0,3.0,4.0,1.5,17.4,2025-01-15 00:00:00.000000000,2026-06-29 19:31:32.989430407,steady
1002,INT,1,35,30,4,0.11428571428571428,1190.7,59.54,0.05,1133.87,1313.89,16.0,3.0,1.0,1.5,17.5,2025-01-07 00:00:00.000000000,2026-06-24 08:03:20.260063966,steady
1002,INT,2,36,28,5,0.1388888888888889,763.44,38.17,0.05,738.25,857.05,14.0,3.0,4.0,3.0,16.5,2025-01-20 00:00:00.000000000,2026-06-06 11:12:53.924690496,steady
1002,LEARN,12,7,6,0,0.0,8298.32,1090.31,0.1314,6322.56,9614.57,81.0,10.4,1.0,1.5,14.5,2025-01-11 00:00:00.000000000,2026-03-29 10:34:39.589607444,moderate
1002,MEAL,3,2,1,0,0.0,216.55,10.83,0.05,216.55,216.55,,,13.0,0.6,0.0,2025-04-23 00:00:00.000000000,2025-04-23 00:00:00.000000000,too_few
1002,MEAL,4,24,22,2,0.08333333333333333,1836.53,626.27,0.341,679.33,2897.21,22.0,7.4,16.0,3.0,16.0,2025-01-13 00:00:00.000000000,2026-05-15 04:49:39.713097614,inconsistent
1002,MEAL,5,2,1,1,0.5,5399.45,269.97,0.05,5399.45,5399.45,,,1.0,0.0,0.0,2025-01-11 00:00:00.000000000,2025-01-11 00:00:00.000000000,too_few
1002,TRVL,7,2,2,0,0.0,4391.38,759.56,0.173,3879.06,4903.69,91.0,4.6,5.0,3.0,3.0,2025-02-17 00:00:00.000000000,2025-05-19 00:00:00.000000000,too_few
1003,FUEL,9,35,32,0,0.0,460.8,163.68,0.3552,166.68,698.31,16.0,5.9,6.0,1.5,17.2,2025-01-14 00:00:00.000000000,2026-06-22 08:10:52.626420423,inconsistent
1003,INT,2,37,32,2,0.05405405405405406,1067.26,182.52,0.171,780.66,1312.11,14.0,1.5,2.5,2.2,17.3,2025-01-08 00:00:00.000000000,2026-06-20 02:02:45.814088598,moderate
1003,LEARN,12,1,1,0,0.0,4291.33,214.57,0.05,4291.33,4291.33,,,9.0,0.4,0.0,2025-10-31 00:00:00.000000000,2025-10-31 00:00:00.000000000,too_few
1003,MEAL,4,4,2,2,0.5,1951.62,264.94,0.1358,1772.92,2130.32,66.0,3.3,10.0,0.5,2.2,2026-04-14 00:00:00.000000000,2026-06-19 22:16:00.732782925,too_few
1003,MED,15,3,3,0,0.0,38115.3,1905.77,0.05,36895.38,38362.75,210.0,46.0,4.0,3.0,13.8,2025-04-26 00:00:00.000000000,2026-06-21 01:35:14.137284336,steady
1003,TRVL,7,15,12,3,0.2,4410.24,220.51,0.05,4153.84,4746.84,39.0,5.9,2.0,2.2,17.5,2025-01-11 00:00:00.000000000,2026-06-27 08:30:48.478477146,steady
1003,TRVL,8,9,8,1,0.1111111111111111,20903.27,1045.16,0.05,19357.1,21561.93,58.0,3.0,4.5,2.2,13.8,2025-04-02 11:39:05.233851553,2026-05-29 03:09:30.125935715,steady
1004,FUEL,9,37,25,4,0.10810810810810811,415.86,169.28,0.4071,158.42,699.4,16.0,9.6,19.0,1.5,16.9,2025-01-20 00:00:00.000000000,2026-06-19 22:43:55.677963603,inconsistent
1004,INT,1,1,1,0,0.0,565.56,28.28,0.05,565.56,565.56,,,21.0,1.0,0.0,2026-01-18 00:00:00.000000000,2026-01-18 00:00:00.000000000,too_few
1004,INT,2,5,4,1,0.2,519.06,28.64,0.0552,465.49,550.08,16.0,5.9,14.0,2.2,1.9,2026-04-29 00:00:00.000000000,2026-06-26 13:21:34.547241337,new
1004,LEARN,11,9,9,0,0.0,936.35,46.82,0.05,903.17,1053.68,60.0,5.2,3.0,0.2,15.6,2025-01-18 00:00:00.000000000,2026-05-08 16:33:15.699706569,steady
1004,LEARN,13,5,5,0,0.0,8260.76,2255.97,0.2731,4759.67,11579.27,91.5,4.6,13.0,1.5,12.1,2025-03-03 00:00:00.000000000,2026-03-06 13:13:50.553865616,moderate
1004,MEAL,4,23,22,1,0.043478260869565216,2330.42,831.21,0.3567,462.11,3408.64,23.0,10.4,15.5,2.2,16.8,2025-01-17 00:00:00.000000000,2026-06-12 21:05:19.034290931,inconsistent
1004,MEAL,5,12,12,0,0.0,4301.48,215.07,0.05,4095.89,4553.75,46.0,7.4,1.0,1.5,16.8,2025-01-12 00:00:00.000000000,2026-06-06 04:33:59.795421664,steady
1005,FUEL,9,39,36,1,0.02564102564102564,612.75,194.44,0.3173,222.34,1144.98,16.0,5.9,14.0,1.5,17.3,2025-01-09 00:00:00.000000000,2026-06-19 06:34:48.750914405,inconsistent
1005,LEARN,11,10,8,0,0.0,1180.37,61.56,0.0522,1072.28,1231.49,55.0,7.4,1.5,2.2,16.1,2025-02-07 00:00:00.000000000,2026-06-13 20:35:53.552685012,steady
1005,LEARN,12,2,2,0,0.0,10012.26,2098.9,0.2096,8596.57,11427.95,42.0,2.1,14.5,0.7,1.4,2025-03-16 00:00:00.000000000,2025-04-27 00:00:00.000000000,too_few
1005,MEAL,3,152,130,18,0.11842105263157894,324.27,16.21,0.05,295.13,350.32,3.0,0.2,3.0,1.5,17.6,2025-01-08 00:00:00.000000000,2026-06-28 06:10:10.513797112,steady
1005,MEAL,4,2,2,0,0.0,2644.56,150.97,0.0571,2542.73,2746.39,324.0,16.2,15.5,0.8,10.6,2025-05-04 00:00:00.000000000,2026-03-24 00:00:00.000000000,too_few
1005,TRVL,7,14,12,2,0.14285714285714285,7485.88,374.29,0.05,7157.18,7742.62,40.0,5.9,0.0,0.0,16.7,2025-01-29 00:00:00.000000000,2026-06-21 09:07:04.973923196,steady
1006,FUEL,10,5,4,1,0.2,2390.35,183.06,0.0766,2193.27,2779.04,14.0,1.5,3.0,2.2,1.5,2026-05-03 01:31:26.572384382,2026-06-17 18:45:48.672082723,new
1006,LEARN,11,1,1,0,0.0,1136.9,56.85,0.05,1136.9,1136.9,,,19.0,1.0,0.0,2026-04-28 00:00:00.000000000,2026-04-28 00:00:00.000000000,too_few
1006,MEAL,3,143,121,11,0.07692307692307693,279.04,93.15,0.3338,121.0,504.56,3.0,0.2,15.0,1.5,17.4,2025-01-08 00:00:00.000000000,2026-06-21 20:00:05.154445315,inconsistent
1006,MEAL,4,25,19,5,0.2,1505.78,75.29,0.05,1386.08,1613.28,22.0,3.7,2.0,3.0,16.2,2025-01-16 00:00:00.000000000,2026-05-23 15:43:30.581227257,steady
1006,MED,15,4,3,1,0.25,53452.23,2672.61,0.05,51150.27,53678.44,266.0,121.6,3.0,1.5,17.5,2025-01-07 00:00:00.000000000,2026-06-24 16:38:18.936814286,steady
1006,TRVL,8,8,8,0,0.0,9428.11,3668.83,0.3891,4879.56,13635.21,69.0,17.8,18.5,1.5,16.0,2025-01-09 00:00:00.000000000,2026-05-11 14:04:28.041665179,inconsistent
1007,FUEL,10,36,31,4,0.1111111111111111,1734.95,86.75,0.05,1633.53,1848.2,14.5,2.2,0.0,0.0,15.9,2025-01-20 00:00:00.000000000,2026-05-20 13:42:21.951352484,steady
1007,INT,1,36,32,2,0.05555555555555555,686.55,230.23,0.3353,218.5,1312.56,15.0,5.9,19.0,3.0,17.1,2025-01-12 00:00:00.000000000,2026-06-16 15:20:49.490712438,inconsistent
1007,INT,2,36,36,0,0.0,412.96,20.65,0.05,388.35,442.03,15.0,1.5,4.0,3.0,17.2,2025-01-13 00:00:00.000000000,2026-06-22 07:23:16.787769988,steady
1007,LEARN,13,5,5,0,0.0,16946.77,847.34,0.05,15982.35,17194.55,117.0,20.0,3.0,0.2,14.8,2025-03-25 00:00:00.000000000,2026-06-20 16:09:46.983999690,steady
1007,MEAL,3,25,15,10,0.4,212.2,21.72,0.1024,172.94,273.69,5.0,3.0,6.0,1.5,2.7,2026-04-03 00:00:00.000000000,2026-06-25 15:14:53.249232694,moderate
1007,MEAL,4,26,24,2,0.07692307692307693,2177.8,805.64,0.3699,806.66,3515.56,22.0,4.4,10.0,2.2,16.4,2025-01-21 00:00:00.000000000,2026-06-05 03:27:16.714681759,inconsistent
1007,MEAL,5,12,10,1,0.08333333333333333,7599.36,489.35,0.0644,7022.23,8097.63,48.0,8.9,0.0,0.0,16.2,2025-02-19 00:00:00.000000000,2026-06-28 15:51:10.241608338,steady
1007,TRVL,6,76,61,12,0.15789473684210525,402.13,20.11,0.05,370.92,431.43,7.0,1.5,2.0,1.5,17.3,2025-01-12 00:00:00.000000000,2026-06-24 14:50:30.331872896,steady
1007,TRVL,8,10,10,0,0.0,20949.38,4111.13,0.1962,13500.06,25274.34,58.0,8.9,0.5,0.7,16.9,2025-01-30 00:00:00.000000000,2026-06-29 10:17:42.741466884,moderate
1008,FUEL,9,34,30,2,0.058823529411764705,845.65,352.34,0.4166,161.78,1584.82,15.0,5.9,14.0,3.0,17.3,2025-01-15 00:00:00.000000000,2026-06-27 12:54:37.371677586,inconsistent
1008,FUEL,10,36,26,6,0.16666666666666666,3104.83,748.86,0.2412,2220.0,4477.57,16.0,4.4,4.0,1.5,17.1,2025-01-13 00:00:00.000000000,2026-06-18 05:02:19.482008606,moderate
1008,INT,1,35,29,5,0.14285714285714285,1821.74,346.22,0.19,1263.11,2357.04,16.0,2.2,1.0,1.5,17.3,2025-01-13 00:00:00.000000000,2026-06-23 22:50:46.657783831,moderate
1008,INT,2,37,32,3,0.08108108108108109,518.22,144.8,0.2794,204.55,888.08,15.0,3.0,5.0,3.0,17.0,2025-01-17 00:00:00.000000000,2026-06-17 04:58:06.857139969,moderate
1008,LEARN,11,9,7,1,0.1111111111111111,1085.49,54.27,0.05,1080.94,1196.29,60.5,8.2,5.0,1.5,16.2,2025-01-21 00:00:00.000000000,2026-05-28 02:27:28.352043843,steady
1008,LEARN,12,7,7,0,0.0,9110.3,2137.48,0.2346,4796.31,11671.32,85.5,26.7,7.0,1.5,16.0,2025-02-16 00:00:00.000000000,2026-06-17 08:49:44.869103924,moderate
1008,MEAL,5,17,15,1,0.058823529411764705,6441.53,2863.05,0.4445,2548.36,10505.71,30.5,14.8,8.0,1.5,14.9,2025-02-21 14:42:11.339260651,2026-05-23 11:23:23.000740078,inconsistent
1008,TRVL,7,2,1,1,0.5,3604.31,180.22,0.05,3604.31,3604.31,,,17.0,0.8,0.0,2026-06-01 10:33:34.818189991,2026-06-01 10:33:34.818189991,too_few
1008,TRVL,8,9,6,2,0.2222222222222222,10063.96,503.2,0.05,9648.63,10462.88,65.0,14.8,3.5,2.2,15.3,2025-03-05 00:00:00.000000000,2026-06-14 04:28:27.438133253,steady
1009,FUEL,10,36,32,4,0.1111111111111111,1771.18,88.56,0.05,1631.9,1857.96,15.0,3.0,5.0,2.2,17.3,2025-01-07 00:00:00.000000000,2026-06-18 07:56:19.053160027,steady
1009,INT,2,35,30,3,0.08571428571428572,445.88,202.67,0.4545,208.28,732.73,16.0,4.4,21.0,1.5,17.1,2025-01-12 00:00:00.000000000,2026-06-16 03:08:41.461940365,inconsistent
1009,LEARN,11,9,7,2,0.2222222222222222,1111.48,275.32,0.2477,925.78,1549.85,61.5,5.9,5.0,3.0,16.2,2025-01-16 00:00:00.000000000,2026-05-24 23:00:26.693049042,moderate
1009,LEARN,12,2,2,0,0.0,5593.79,1471.95,0.2631,4600.97,6586.61,3.0,0.2,17.5,2.2,0.1,2025-04-08 00:00:00.000000000,2025-04-11 00:00:00.000000000,too_few
1009,MEAL,4,24,23,0,0.0,3414.84,170.74,0.05,3172.45,3647.01,23.0,3.0,5.0,1.5,17.0,2025-01-13 00:00:00.000000000,2026-06-16 01:40:00.741138454,steady
1009,TRVL,6,77,62,11,0.14285714285714285,368.22,18.41,0.05,341.69,398.9,7.0,1.5,1.0,1.5,17.3,2025-01-08 00:00:00.000000000,2026-06-20 23:07:04.683789975,steady
1010,FUEL,9,36,31,3,0.08333333333333333,456.09,22.8,0.05,434.92,489.57,15.0,1.5,1.0,1.5,16.6,2025-02-01 00:39:43.878051074,2026-06-21 22:10:32.293897995,steady
1010,FUEL,10,35,32,2,0.05714285714285714,2055.64,102.78,0.05,1946.24,2152.3,15.0,1.5,2.0,1.5,16.9,2025-01-17 00:00:00.000000000,2026-06-16 10:34:30.946065756,steady
1010,INT,2,34,33,0,0.0,838.5,187.31,0.2234,492.49,1135.56,15.0,1.5,4.0,1.5,17.1,2025-01-14 00:00:00.000000000,2026-06-18 20:05:48.006552864,moderate
1010,LEARN,11,9,8,1,0.1111111111111111,1221.78,376.14,0.3079,556.38,1492.85,67.0,34.1,13.5,1.5,16.6,2025-01-11 00:00:00.000000000,2026-05-31 13:25:01.161125314,inconsistent
